,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Number of views last 7 days,EUR Price,Country1,City1,Type_split,Fuel,Price_Category
9081,Cabin Boat,Beachcraft power boats,"Used boat,Diesel",1985,11.8,3.25,Steel,418,24995,Netherlands , Friesland ,Used boat,Diesel,Low-priced
9083,Center console boat,Jeanneau power boats,new boat on order,2020,6.77,2.48,GRP,62,24990,Germany , BÃ¶nningstedt,new boat on order,Unleaded,Low-priced
9085,Sport Boat,Futuro power boats,Display Model,2019,5.5,2,Aluminium,125,24990,Germany , Lake Constance ,new boat from stock,Display Model,Low-priced
9086,Motor Yacht,Maxum power boats,Unleaded,1997,9.07,2.95,GRP,295,24990,Germany , 14770 Brandenburg an der Havel,Used boat,Unleaded,Low-priced
9088,Fishing Boat,Smartliner power boats,new boat on order,2020,6.28,2.24,GRP,1430,27336,Switzerland , Lake Geneva ,new boat on order,,Low-priced
9090,Fishing Boat,Thoma power boats,"Used boat,Unleaded",2007,6,1.85,GRP,352,27540,Switzerland , Walensee ,Used boat,Unleaded,Low-priced
9092,Sport Boat,Invictus power boats,Display Model,2020,6.1,2.4,GRP,176,24930,Switzerland , Lago Maggiore ,new boat,Display Model,Low-priced
9093,Cabin Boat,Fairline power boats,"Used boat,Unleaded",1992,8.94,3.06,GRP,508,24900,Germany , Lake Constance ,Used boat,Unleaded,Low-priced
9094,Cabin Boat,Bayliner power boats,"Used boat,Unleaded",1994,8.46,2.57,GRP,249,24900,Germany , Ostsee ,Used boat,Unleaded,Low-priced
9095,Motor Yacht,Bayliner power boats,"Used boat,Unleaded",1997,8.45,2.56,GRP,527,24900,Croatia (Hrvatska) , Zadar,Used boat,Unleaded,Low-priced
9097,Sport Boat,Numo power boats,"Used boat,Unleaded",2014,5.84,2.53,GRP,161,27438,Switzerland , Thayngen(SH),Used boat,Unleaded,Low-priced
9098,Cabin Boat,Fjord power boats,Used boat,1979,9.3,3.25,GRP,224,24050,Denmark , Nordjylland,Used boat,Unleaded,Low-priced
9100,Deck Boat,Olympic power boats,"Used boat,Unleaded",2015,5.58,2.16,GRP,121,27132,Switzerland , Murtensee ,Used boat,Unleaded,Low-priced
9102,Sport Boat,Nordkapp power boats,new boat from stock,2017,6.06,2.2,GRP,192,24550,Germany , Nordrhein-Westfalen ,new boat from stock,Unleaded,Low-priced
9103,Center console boat,Invictus power boats,"new boat from stock,Unleaded",2020,6.1,2.4,GRP,83,24550,Italy , Friuli Venezia Giulia ,new boat from stock,Unleaded,Low-priced
9104,Motor Yacht,B2 Marine power boats,new boat from stock,2020,5.7,2.15,GRP,189,27030,Switzerland , Neuenburgersee ,new boat from stock,Unleaded,Low-priced
9105,"Cabin Boat,Pilothouse,Sport Boat",Century power boats,"Used boat,Unleaded",1989,7.67,2.43,GRP,619,27030,Switzerland , Murtensee ,Used boat,Unleaded,Low-priced
9107,Cabin Boat,Intermare power boats,"Used boat,Diesel",1988,7.13,2.6,GRP,63,24500,Italy , Toscana ,Used boat,Diesel,Low-priced
9110,Cabin Boat,Bayliner power boats,"Used boat,Unleaded",1988,8.74,3.2,GRP,298,24500,Germany , Lake Constance ,Used boat,Unleaded,Low-priced
9111,Trawler,Proficiat power boats,Used boat,1980,9.75,3,Steel,138,24500,Netherlands , In verkoophaven,Used boat,Unleaded,Low-priced
9112,Cabin Boat,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,5.5,2.29,GRP,92,24500,Germany , Niedersachsen ,new boat on order,Unleaded,Low-priced
9113,Pilothouse,Bnteau power boats,"Used boat,Diesel",2008,6.53,2.59,PVC,111,24500,France ," Deauville, France",Used boat,Diesel,Low-priced
9114,Motor Yacht,Polar power boats,"Used boat,Diesel",1988,9.75,3.1,GRP,342,24500,Croatia (Hrvatska) , Insel Rab ,Used boat,Diesel,Low-priced
9115,Cabin Boat,DarekCo power boats,"Used boat,Unleaded",2016,6.65,2.39,Carbon Fiber,106,24500,France , Bretagne ,Used boat,Unleaded,Low-priced
9117,Motor Yacht,Super van Craft power boats,Used boat,1963,11,3.35,Steel,248,24500,Netherlands , In verkoophaven,Used boat,Unleaded,Low-priced
9121,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,5.41,2.12,GRP,46,24400,Germany , Niedersachsen ,new boat on order,Unleaded,Low-priced
9127,Motor Yacht,Biam power boats,"Used boat,Diesel",1992,10,3.2,GRP,249,24000,Italy , Lignano,Used boat,Diesel,Low-priced
9128,Cabin Boat,Gibert Marine power boats,"Used boat,Diesel",1991,8.5,3,Plastic,219,24000,France , Bretagne ,Used boat,Diesel,Low-priced
9130,Sport Boat,Saver power boats,new boat from stock,2020,5.75,2.26,GRP,203,23990,Germany , Bayern ,new boat from stock,Diesel,Low-priced
9132,Cabin Boat,Inter power boats,Diesel,1985,7.4,2.55,GRP,176,23990,Germany , Potsdam,Used boat,Diesel,Low-priced
9134,Center console boat,MP Watersport power boats,"new boat from stock,Unleaded",2020,5.6,2.05,GRP,111,26438.4,Switzerland , Neuenburgersee ,new boat from stock,Unleaded,Low-priced
9135,Motor Yacht,MP Watersport power boats,"new boat from stock,Unleaded",2020,4.85,1.95,GRP,152,26438.4,Switzerland , Neuenburgersee ,new boat from stock,Unleaded,Low-priced
9136,Bowrider,AMT power boats,"Used boat,Unleaded",2017,4.72,2.05,GRP,163,26418,Switzerland , VierwaldstÃ¤ttersee ,Used boat,Unleaded,Low-priced
9137,"Cabin Boat,Fishing Boat",Bella power boats,"Used boat,Unleaded",2004,5.62,2.08,GRP,684,26418,Switzerland , Thunersee ,Used boat,Unleaded,Low-priced
9138,Motor Yacht,Windy power boats,"Used boat,Unleaded",1992,8.6,2.8,GRP,896,26418,Switzerland , Rhein ,Used boat,Unleaded,Low-priced
9142,Sport Boat,AMT power boats,new boat from stock,2019,5.5,2.24,GRP,106,23900,Germany , auf Anfrage,new boat from stock,Unleaded,Low-priced
9143,Cabin Boat,Chaparral power boats,"Used boat,Unleaded",1995,7.7,2.59,GRP,193,23900,Germany , Nordrhein-Westfalen ,Used boat,Unleaded,Low-priced
9144,Deck Boat,Quicksilver power boats,"Used boat,Unleaded",2009,6.35,2.55,PVC,95,23900,France ," Rixheim, France",Used boat,Unleaded,Low-priced
9145,Bowrider,Searider power boats,"new boat on order,Unleaded",2020,5.2,1.9,GRP,82,23900,Germany , Lake Constance ,new boat on order,Unleaded,Low-priced
9146,Motor Yacht,Sea Ray power boats,Unleaded,1988,9.9,3.4,GRP,231,23900,Germany , Berlin ,Used boat,Unleaded,Low-priced
9147,Pilothouse,Scand power boats,"Used boat,Unleaded",1988,8.3,3.06,GRP,430,26316,Switzerland , Walensee ,Used boat,Unleaded,Low-priced
9149,Fishing Boat,VBoats power boats,"new boat from stock,Unleaded",2020,5.45,2.16,Aluminium,352,26216.04,Switzerland , Bouveret,new boat from stock,Unleaded,Low-priced
9150,Fishing Boat,Smartliner power boats,new boat from stock,2020,6.28,2.24,GRP,260,26214,Switzerland , Lake Geneva ,new boat from stock,Unleaded,Low-priced
9152,Sport Boat,Windy power boats,"Used boat,Unleaded",1994,7.85,2.54,GRP,489,25500,Switzerland , Lake Geneva ,Used boat,Unleaded,Low-priced
9154,Cabin Boat,Bnteau power boats,"Used boat,Diesel",1987,6.4,2.36,GRP,365,25500,Switzerland , NeuchÃ¢tel ,Used boat,Diesel,Low-priced
9155,Motor Yacht,Draco power boats,"Used boat,Unleaded",1984,9.5,3.14,GRP,340,25500,Switzerland , VierwaldstÃ¤ttersee ,Used boat,Unleaded,Low-priced
9156,Pilothouse,Saver power boats,"Used boat,Diesel",2003,7.05,2.52,PVC,96,21000,United Kingdom ," TROON, Royaume Uni",Used boat,Diesel,Low-priced
9157,Sport Boat,Performance power boats,"Used boat,Unleaded",1993,7.2,2.5,GRP,400,25398,Switzerland , Luganersee ,Used boat,Unleaded,Low-priced
9158,Fishing Boat,VBoats power boats,"new boat from stock,Unleaded",2020,5.06,2.13,Aluminium,199,25398,Switzerland , Bouveret,new boat from stock,Unleaded,Low-priced
9159,"Motor Yacht,Sport Boat",Tullio Abbate power boats,"Used boat,Unleaded",1990,7.85,2.26,GRP,605,25398,Switzerland , Lake Constance ,Used boat,Unleaded,Low-priced
9160,Deck Boat,CAD Marine power boats,"Used boat,Unleaded",2009,6.42,2.42,GRP,101,23000,Italy , Venezia,Used boat,Unleaded,Low-priced
9161,Sport Boat,Chaparral power boats,"Used boat,Unleaded",1997,9,2,GRP,171,23000,Croatia (Hrvatska) , Istra,Used boat,Unleaded,Low-priced
9162,Sport Boat,Azimut power boats,"Used boat,Diesel",1986,8.68,3.21,GRP,181,23000,Italy , Toscana ,Used boat,Diesel,Low-priced
9163,Center console boat,Bimax power boats,"Used boat,Unleaded",1996,7.49,2.49,GRP,72,23000,Italy , Toscana ,Used boat,Unleaded,Low-priced
9164,Cabin Boat,Sessa power boats,"Used boat,Unleaded",2003,6.83,2.5,GRP,272,23000,Italy , Lombardia - Trentino Alto Adige ,Used boat,Unleaded,Low-priced
9165,Motor Yacht,Jeanneau power boats,"Used boat,Unleaded",2006,6.98,2.59,PVC,170,23000,France ," LA ROCHELLE, France",Used boat,Unleaded,Low-priced
9169,Cabin Boat,Regal power boats,"Used boat,Unleaded",2001,6.4,2.5,GRP,362,22950,Germany ," Boote Jochum, MÃ¼nchen",Used boat,Unleaded,Low-priced
9173,Fishing Boat,Sport Craft power boats,"Used boat,Diesel",1996,7.83,2.5,GRP,257,22900,Germany , Nordrhein-Westfalen ,Used boat,Diesel,Low-priced
9174,Pilothouse,Bnteau power boats,"Used boat,Diesel",2008,6.5,2.59,PVC,44,22900,France ," La ForÃªt-Fouesnant, France",Used boat,Diesel,Low-priced
9175,Bowrider,Larson power boats,"Used boat,Unleaded",2005,6,2,PVC,63,22900,Spain , Alicante (Alacant),Used boat,Unleaded,Low-priced
9176,Center console boat,Bnteau power boats,"Used boat,Unleaded",2006,6.99,2.48,PVC,78,22900,France ," Ajaccio, France",Used boat,Unleaded,Low-priced
9178,Pilothouse,Rodman power boats,Used boat,1991,7.4,2.8,PVC,31,22900,France ," BARCARES, LE BARCARES, BARCARES, BARCARES",Used boat,Unleaded,Low-priced
9179,Cabin Boat,Rodman power boats,"Used boat,Unleaded",1991,7.4,2.8,PVC,62,22900,France ," BARCARES, BARCARES",Used boat,Unleaded,Low-priced
9180,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",1994,6.57,2.43,GRP,172,22900,Austria , Linz,Used boat,Unleaded,Low-priced
9184,Pontoon Boat,BlueCraft power boats,Display Model,2020,5.4,2.55,Aluminium,225,22500,Germany , Nordrhein-Westfalen ,new boat from stock,Display Model,Low-priced
9186,Cabin Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,4.44,2.12,GRP,68,22500,Germany , Bayern ,new boat from stock,Unleaded,Low-priced
9188,Launch,Valk power boats,new boat from stock,2020,8.5,2.74,Steel,110,22500,Netherlands , Loosdrecht,new boat from stock,Unleaded,Low-priced
9191,Trawler,Rijo Kruiser power boats,Used boat,1978,11.5,3.1,Steel,197,22500,Netherlands , In verkoophaven,Used boat,Unleaded,Low-priced
9192,Cabin Boat,Regal power boats,"Used boat,Unleaded",1992,8.8,2.8,GRP,263,22500,Austria , WÃ¶rthersee ,Used boat,Unleaded,Low-priced
9193,Cabin Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,5.5,2.29,GRP,152,22499,Germany , Kieler Bucht mit Fehmarn ,new boat from stock,Unleaded,Low-priced
9196,Fishing Boat,Thoma power boats,new boat from stock,2018,5.5,1.65,GRP,259,24541.2,Switzerland , Walensee ,new boat from stock,Unleaded,Low-priced
9198,Deck Boat,Bnteau power boats,new boat from stock,2019,5.27,2.38,PVC,122,22187,Belgium ," Nieuwpoort, Belgique",new boat from stock,Unleaded,Low-priced
9201,Sport Boat,Ebbtide power boats,"Used boat,Unleaded",1992,5.8,2.34,GRP,494,24378,Switzerland , Lake Constance ,Used boat,Unleaded,Low-priced
9202,Fishing Boat,Ocean Master (US) power boats,"Used boat,Unleaded",2008,6.05,2.45,GRP,337,24378,Switzerland , VierwaldstÃ¤ttersee ,Used boat,Unleaded,Low-priced
9203,Sport Boat,Galia power boats,new boat on order,2020,5.7,2.38,GRP,244,24276,Switzerland , Lake of Zurich ,new boat on order,Unleaded,Low-priced
9207,Sport Boat,Ranieri power boats,"Used boat,Unleaded",2002,7.55,2.05,PVC,190,22000,Monaco ," Monaco, monaco",Used boat,Unleaded,Low-priced
9208,Pontoon Boat,Cantieri Nautici Solcio power boats,"Used boat,Diesel",1992,9.5,3.4,GRP,200,22000,Italy , Friuli Venezia Giulia ,Used boat,Diesel,Low-priced
9209,Pontoon Boat,Sessa power boats,"Used boat,Unleaded",2009,6.45,2.5,GRP,163,22000,Italy , Piemonte ,Used boat,Unleaded,Low-priced
9212,Fishing Boat,Linder power boats,new boat from stock,2019,4.51,1.75,Aluminium,31,21950,Germany ," Boote Jochum, MÃ¼nchen",new boat from stock,Unleaded,Low-priced
9214,"Fishing Boat,Passenger boat,Sport Boat",Gropp power boats,"Used boat,Unleaded",2005,6.02,1.55,Aluminium,340,23970,Switzerland , Thurgau,Used boat,Unleaded,Low-priced
9216,Sport Boat,Mirage power boats,"Used boat,Unleaded",1994,7.2,2.5,GRP,94,21850,Germany , BUDENHEIM/RHEIN,Used boat,Unleaded,Low-priced
9220,Sport Boat,Bnteau power boats,"Used boat,Unleaded",2008,6.03,2.44,GRP,291,23970,Switzerland , Rhein ,Used boat,Unleaded,Low-priced
9221,Pilothouse,Viking (GB) power boats,"Used boat,Unleaded",1990,6.75,2.29,GRP,134,23970,Switzerland , Rhein ,Used boat,Unleaded,Low-priced
9222,Motor Yacht,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,5.07,2.12,GRP,262,23929.2,Switzerland , Neuenburgersee ,new boat from stock,Unleaded,Low-priced
9225,Deck Boat,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020,6.74,2.55,GRP,111,21699,Germany , Kieler Bucht mit Fehmarn ,new boat from stock,Unleaded,Low-priced
9226,Motor Yacht,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,4.54,1.85,GRP,200,23715,Switzerland , Neuenburgersee ,new boat from stock,Unleaded,Low-priced
9227,Sport Boat,Bayliner power boats,"Used boat,Unleaded",2000,7.32,2.54,GRP,227,21500,Spain , Empuriabrava,Used boat,Unleaded,Low-priced
9229,"Classic,Pontoon Boat",Posillipo power boats,Used boat,1951,5.2,2.1,Wood,85,21500,Italy , Lago Maggiore ,Used boat,Unleaded,Low-priced
9230,Cabin Boat,Formula power boats,"Used boat,Unleaded",1991,9.32,2.59,GRP,417,21500,Italy , Friuli Venezia Giulia ,Used boat,Unleaded,Low-priced
9231,Pilothouse,Drago Boats power boats,Unleaded,2014,5.4,2.08,GRP,149,21500,Germany , Verkaufshafen Brandenburg-Plaue,Used boat,Unleaded,Low-priced
9232,Cabin Boat,Schweizer power boats,"Used boat,Diesel",1986,7,2.45,GRP,281,21500,Germany , Baden-WÃ¼rttemberg ,Used boat,Diesel,Low-priced
9233,Cabin Boat,Bnteau power boats,"Used boat,Unleaded",2007,6.21,2.47,Carbon Fiber,141,21500,France , Poitou Charentes ,Used boat,Unleaded,Low-priced
9234,Pilothouse,Bnteau power boats,"Used boat,Diesel",2008,6.53,2.59,PVC,167,21500,France ," La Rochelle, France",Used boat,Diesel,Low-priced
9240,Sport Boat,Bayliner power boats,"Used boat,Unleaded",2002,6.32,2.44,GRP,280,21000,Germany , Gevelsberg  /NRW,Used boat,Unleaded,Low-priced
9241,Center console boat,Arkos power boats,Used boat,2016,6.47,2.4,GRP,111,21000,Malta,Unknown,Used boat,Unleaded,Low-priced
9242,"Classic,Fishing Boat,Working Boat",Mndli power boats,"Used boat,Unleaded",2013,9,1.6,Wood,199,21000,Lake Constance ,78337,Used boat,Unleaded,Low-priced
9244,Cabin Boat,Schwarz power boats,"Used boat,Diesel",1973,10.3,3.35,GRP,631,21000,Germany , Nordrhein-Westfalen ,Used boat,Diesel,Low-priced
9245,Cabin Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,5.02,2.12,GRP,206,20999,Germany , Kieler Bucht mit Fehmarn ,new boat from stock,Unleaded,Low-priced
9246,Sport Boat,Windy power boats,"Used boat,Unleaded",1990,7.55,2.51,GRP,314,22950,Switzerland , VierwaldstÃ¤ttersee ,Used boat,Unleaded,Low-priced
9253,Sport Boat,Tullio Abbate power boats,"Used boat,Unleaded",1991,7.5,2.35,GRP,327,22950,Switzerland , Dulliken,Used boat,Unleaded,Low-priced
9254,Bowrider,Larson power boats,"Used boat,Unleaded",1995,5.1,2.3,GRP,460,22950,Switzerland , VierwaldstÃ¤ttersee ,Used boat,Unleaded,Low-priced
9256,Sport Boat,ZAR Formenti power boats,"Used boat,Unleaded",2008,4.86,2.32,GRP,158,20800,Germany , LÃ¼becker Bucht ,Used boat,Unleaded,Low-priced
9257,Bowrider,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020,6.2,2.34,GRP,127,20799,Germany , Kieler Bucht mit Fehmarn ,new boat from stock,Unleaded,Low-priced
9260,Pontoon Boat,Sunchaser power boats,"new boat from stock,Unleaded",2019,5.16,2.44,Aluminium,86,20712,Portugal ," Parchal, Portugal",new boat from stock,Unleaded,Low-priced
9262,Water ski,Correct Craft power boats,"Used boat,Unleaded",1992,6,2.3,GRP,254,20500,Germany , Konstanz-Dettingen,Used boat,Unleaded,Low-priced
9263,Center console boat,Invictus power boats,Used boat,2017,6.1,2.4,GRP,139,20500,Croatia (Hrvatska) , onbekend,Used boat,Unleaded,Low-priced
9265,Cabin Boat,Draco power boats,"Used boat,Unleaded",1981,9.1,3.14,GRP,424,20500,Germany , Niedersachsen ,Used boat,Unleaded,Low-priced
9268,Sport Boat,Galia power boats,"new boat from stock,Unleaded",2018,4.2,1.75,GRP,228,22236,Switzerland , Walensee ,new boat from stock,Unleaded,Low-priced
9273,Pilothouse,Jeanneau power boats,"Used boat,Unleaded",2010,6.4,2.54,PVC,143,20000,France ," Pornic, France",Used boat,Unleaded,Low-priced
9274,Sport Boat,Maxum power boats,"Used boat,Unleaded",2002,7.7,2.57,GRP,186,20000,Portugal , Vilamoura,Used boat,Unleaded,Low-priced
9275,Cabin Boat,Skagerrak power boats,Used boat,1986,8,2.85,GRP,139,20000,Netherlands ," Flevostrand Molecaten ""zuiderzee op zuid Biddinghu",Used boat,Unleaded,Low-priced
9276,Center console boat,Mingolla power boats,"Used boat,Unleaded",2008,6.42,2.38,GRP,76,20000,Italy , Lazio ,Used boat,Unleaded,Low-priced
9277,Sport Boat,Bayliner power boats,"Used boat,Unleaded",1995,7,2,GRP,185,20000,Croatia (Hrvatska) , Dalmatia,Used boat,Unleaded,Low-priced
9280,Cabin Boat,Viking power boats,"Used boat,Unleaded",2009,6.1,2.24,GRP,342,20000,Germany , Stolpsee ,Used boat,Unleaded,Low-priced
9281,"Center console boat,Deck Boat,Sport Boat",Rand Boats power boats,"Used boat,Electric",2018,5.35,2.1,GRP,316,20000,Germany , Starnberger See ,Used boat,Electric,Low-priced
9282,Sport Boat,Ilver power boats,"Used boat,Diesel",1985,9.9,3.3,GRP,273,20000,Italy , Liguria ,Used boat,Diesel,Low-priced
9283,Deck Boat,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020,6.12,2.4,GRP,197,19999,Germany , Kieler Bucht mit Fehmarn ,new boat from stock,Unleaded,Low-priced
9284,Offshore Boat,Chaparral power boats,"Used boat,Unleaded",1990,10,2.5,GRP,651,19999,Spain , Costa del Sol ,Used boat,Unleaded,Low-priced
9285,Deck Boat,Marinello power boats,"new boat from stock,Unleaded",2017,5,2.3,GRP,123,19990,Germany , Hock Boote,new boat from stock,Unleaded,Low-priced
9287,Cabin Boat,Windy power boats,"Used boat,Unleaded",1980,8.26,3.1,GRP,139,19990,Germany , Mosel,Used boat,Unleaded,Low-priced
9288,Center console boat,B2 Marine power boats,"Used boat,Unleaded",2018,4.92,2.13,PVC,59,19990,France ," Chalon-sur-SaÃ´ne, France",Used boat,Unleaded,Low-priced
9289,Deck Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,5.03,2.12,GRP,96,19990,Germany , Mecklenburg-Vorpommern ,new boat from stock,Unleaded,Low-priced
9290,Center console boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2018,5.07,2.12,GRP,93,19990,Slovenia , LJUBLJANA,new boat from stock,Unleaded,Low-priced
9292,Sport Boat,Larson power boats,"Used boat,Unleaded",2015,5.36,2.33,PVC,39,19950,Malta , St. Julians,Used boat,Unleaded,Low-priced
9294,Sport Boat,Gobbi power boats,"Used boat,Unleaded",1997,6.9,2.55,GRP,236,19900,Germany , Nordrhein-Westfalen ,Used boat,Unleaded,Low-priced
9296,"Cabin Boat,Classic,Flybridge",Coronet power boats,"Used boat,Unleaded",1980,7.85,2.8,GRP,398,19900,Germany ,14471,Used boat,Unleaded,Low-priced
9297,Sport Boat,Galeon power boats,"Used boat,Unleaded",2006,5.21,2.1,GRP,321,21930,Switzerland , Solothurn,Used boat,Unleaded,Low-priced
9298,Sport Boat,VBoats power boats,"new boat from stock,Unleaded",2020,5.5,2.15,Aluminium,167,21924.9,Switzerland , Bouveret,new boat from stock,Unleaded,Low-priced
9300,Trawler,Gruno power boats,Used boat,1978,9.7,3.1,Steel,134,19800,Netherlands ," Schip ligt op locatie in Roermond, bel ons voor ee",Used boat,Unleaded,Low-priced
9302,Deck Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,5.07,2.12,GRP,154,19799,Germany , Kieler Bucht mit Fehmarn ,new boat from stock,Unleaded,Low-priced
9304,Sport Boat,Karnic power boats,"new boat from stock,Unleaded",2020,5.65,2.3,GRP,289,21726,Switzerland , Lake of Zurich ,new boat from stock,Unleaded,Low-priced
9305,Cabin Boat,Sea Ray power boats,"Used boat,Unleaded",1999,5.8,2.49,GRP,357,19700,Germany , Bayern ,Used boat,Unleaded,Low-priced
9307,Fishing Boat,HoWa power boats,"Used boat,Unleaded",2005,6.86,2,GRP,233,21420,Switzerland , Walensee ,Used boat,Unleaded,Low-priced
9308,"Motor Yacht,Trawler",Holland Stahlverdrnger power boats,"Used boat,Diesel",1975,10.5,3.2,Steel,417,19550,Germany , Nordrhein-Westfalen ,Used boat,Diesel,Low-priced
9312,Motor Yacht,Holland Stahlverdrnger power boats,"Used boat,Diesel",1980,10.8,3.3,Steel,177,19500,Germany , Heilbronn,Used boat,Diesel,Low-priced
9314,Classic,Nordson power boats,Used boat,1963,8.4,2.65,Wood,134,13500,Netherlands , In verkoophaven,Used boat,Diesel,Low-priced
9315,Working Boat,Linder power boats,new boat from stock,2019,4.51,1.75,Aluminium,47,19500,Germany ," Boote Jochum, MÃ¼nchen",new boat from stock,Diesel,Low-priced
9317,Cabin Boat,Bnteau power boats,"Used boat,Diesel",1995,7.36,2.9,GRP,238,19500,France , CÃ´te d'Azur ,Used boat,Diesel,Low-priced
9318,Pilothouse,Jeanneau power boats,"Used boat,Diesel",1996,7.5,2.94,PVC,98,19500,France ," Marseille, France",Used boat,Diesel,Low-priced
9320,Sport Boat,Bayliner power boats,"Used boat,Unleaded",1995,9,2,GRP,368,19500,Croatia (Hrvatska) , Dalmatia,Used boat,Unleaded,Low-priced
9321,Cabin Boat,Marex power boats,Electric,1988,6.5,2.4,GRP,167,19500,Germany , Verkaufshafen Brandenburg-Plaue,Used boat,Electric,Low-priced
9323,"Classic,Motor Yacht",Ltje power boats,"Used boat,Diesel",1977,11.6,3.42,Wood,198,19500,Germany , Berlin ,Used boat,Diesel,Low-priced
9325,Deck Boat,Sessa power boats,new boat from stock,2020,5.75,2.34,GRP,201,19160,Italy , Toscana ,new boat from stock,Diesel,Low-priced
9326,Deck Boat,Bnteau power boats,"Used boat,Unleaded",2007,6.99,2.53,PVC,74,19000,France ," PORNICHET, PORNICHET",Used boat,Unleaded,Low-priced
9328,Deck Boat,Sport Craft power boats,Used boat,1999,7.68,2.6,GRP,55,19000,Italy , Friuli-Venezia Giulia,Used boat,Unleaded,Low-priced
9335,Bowrider,Maxum power boats,"Used boat,Unleaded",2004,7.92,2.59,PVC,331,19000,France ," Cogolin, Cogolin",Used boat,Unleaded,Low-priced
9336,Sport Boat,Cranchi power boats,"Used boat,Unleaded",1991,7.55,2.55,GRP,213,19000,Italy ," Lombardy, Soiano del Lago",Used boat,Unleaded,Low-priced
9341,Trawler,Waddenkruiser power boats,Used boat,1973,8.5,3.1,Steel,156,18995,Netherlands , In verkoophaven,Used boat,Unleaded,Low-priced
9343,Sport Boat,Nordkapp power boats,new boat from stock,2016,5.53,2.2,GRP,100,18950,Germany , Grevenbroich,new boat from stock,Unleaded,Low-priced
9345,Sport Boat,Aquanaut power boats,Used boat,1981,8.5,3.1,Steel,133,18950,Netherlands , In verkoophaven,Used boat,Unleaded,Low-priced
9347,Sport Boat,Italmar power boats,"new boat from stock,Unleaded",2017,5.6,2.25,GRP,91,18900,Germany , Hock Boote,new boat from stock,Unleaded,Low-priced
9349,Sport Boat,Marinello power boats,"Used boat,Unleaded",2017,4.7,1.9,GRP,174,18900,Germany , Stadtprozelten ,Used boat,Unleaded,Low-priced
9350,Cabin Boat,Quicksilver (Brunswick Marine) power boats,"Used boat,Unleaded",2010,4.24,2.06,GRP,148,18900,Germany , Bayern ,Used boat,Unleaded,Low-priced
9351,Motor Yacht,Yamarin power boats,Used boat,2000,5.78,2.18,GRP,77,18900,Netherlands , Lemmer,Used boat,Unleaded,Low-priced
9355,Sport Boat,Scand power boats,"Used boat,Unleaded",1985,7.8,2.59,GRP,284,20400,Switzerland , VierwaldstÃ¤ttersee ,Used boat,Unleaded,Low-priced
9356,Sport Boat,Performance power boats,"Used boat,Unleaded",1991,7.14,2.53,GRP,665,20400,"Tenero, lago Maggiore",Unknown,Used boat,Unleaded,Low-priced
9361,Sport Boat,Four Winns power boats,"Used boat,Unleaded",1997,7.11,2.44,PVC,112,18500,France ," MARTIGUES, MARTIGUES",Used boat,Unleaded,Low-priced
9363,Pilothouse,Quicksilver power boats,"Used boat,Unleaded",2007,6.52,2.49,PVC,143,18500,France ," SAINT GILLES CROIX DE VIE, France",Used boat,Unleaded,Low-priced
9366,Sport Boat,Remus power boats,"new boat from stock,Unleaded",2020,5.2,2.22,GRP,185,18499,Germany , Nordrhein-Westfalen ,new boat from stock,Unleaded,Low-priced
9367,Pontoon Boat,Cranchi power boats,"Used boat,Unleaded",1992,7.2,2.41,GRP,317,20389.8,Switzerland , Rancate,Used boat,Unleaded,Low-priced
9368,Center console boat,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,5.03,2.12,GRP,300,20389.8,Switzerland , Lake Geneva ,new boat on order,Unleaded,Low-priced
9369,Sport Boat,Sunbird power boats,"Used boat,Unleaded",1999,6.09,2.54,Plastic,468,20389.8,Switzerland , Murtensee ,Used boat,Unleaded,Low-priced
9371,Offshore Boat,Chaparral power boats,"Used boat,Unleaded",1991,7.5,2.5,GRP,413,20298,Switzerland , Murtensee ,Used boat,Unleaded,Low-priced
9372,Center console boat,Pioner power boats,"Used boat,Unleaded",2020,4.5,1.9,Plastic,216,20298,Switzerland , Solothurn,Used boat,Unleaded,Low-priced
9374,"Fishing Boat,Hardtop,Pilothouse",Ocqueteau power boats,"Used boat,Unleaded",1999,6.15,2.5,GRP,429,20298,Switzerland , Bern,Used boat,Unleaded,Low-priced
9375,Motor Yacht,Scand power boats,"Used boat,Unleaded",1986,7.8,2.59,GRP,628,20298,Switzerland , Lake of Zurich ,Used boat,Unleaded,Low-priced
